id,judul,judul_asli,sinopsis,tagline,genre,genre_ids,sutradara,pemain,produksi,negara,rating,jumlah_vote,popularitas,tanggal_rilis,tahun,bahasa_asli,teks_dokumen,jumlah_kata_dokumen,jumlah_kata_sinopsis
818397,Memory,Memory,"Sinopsis film alam Memory berfokus pada Alex Lewis (Liam Neeson), pembunuh bayaran profesional yang ternyata mengidap alzheimer, penyakit pada otak yang menyebabkan menurunnya daya ingat. Tugas Alex makin rumit ketika ia menyadari bahwa kontrak yang telah dia sepakati mengharuskannya membunuh anak di bawah umur. Dia pun bertekad membatalkan kontrak tersebut dan berbalik memburu orang-orang dalam sindikat kejahatan yang mempekerjakannya. Upaya balas dendam Alex turut diwarnai aksi pengejaran oleh agen FBI Vincent Serra (Guy Pearce), dan intel dari Meksiko. Pada saat yang sama, Alex harus berjuang mempertahankan daya ingatnya yang makin menurun.",,"Aksi, Cerita Seru, Kejahatan","[28, 53, 80]",Martin Campbell,"Liam Neeson, Guy Pearce, Taj Atwal, Harold Torres, Ray Fearon","Black Bear Pictures, Welle Entertainment, Saville Productions",United States of America,6.731,1657,5.0355,2022-04-28,2022,en,"Judul film Memory. Genre film ini adalah Aksi, Cerita Seru, Kejahatan. Sinopsis film alam Memory berfokus pada Alex Lewis (Liam Neeson), pembunuh bayaran profesional yang ternyata mengidap alzheimer, penyakit pada otak yang menyebabkan menurunnya daya ingat. Tugas Alex makin rumit ketika ia menyadari bahwa kontrak yang telah dia sepakati mengharuskannya membunuh anak di bawah umur. Dia pun bertekad membatalkan kontrak tersebut dan berbalik memburu orang-orang dalam sindikat kejahatan yang mempekerjakannya. Upaya balas dendam Alex turut diwarnai aksi pengejaran oleh agen FBI Vincent Serra (Guy Pearce), dan intel dari Meksiko. Pada saat yang sama, Alex harus berjuang mempertahankan daya ingatnya yang makin menurun. Disutradarai oleh Martin Campbell. Dibintangi oleh Liam Neeson, Guy Pearce, Taj Atwal, Harold Torres, Ray Fearon. Diproduksi oleh Black Bear Pictures, Welle Entertainment, Saville Productions. Negara produksi: United States of America.",133,91
645886,The Unforgivable,The Unforgivable,"> Film ini berfokus pada seseorang wanita bernama Ruth Slater yang diperankan oleh Sandra Bullock. Ruth Slater menjalani hukuman penjara karena melakukan kejahatann kekerasan. Setelah bebas dari penjara, ia harus kembali ke lingkungan yang ternyata belum dapat memaafkan kesalahannya. Dengan penuh perjuangan. Ruth menghadapi sorotan tajam dan sikap dingin dari orang-orang disekitarnya. Satu-satu harapan Ruth adalah menemukan sang adik yang dulu terpaksa dia tinggalkan. >",,"Drama, Kejahatan","[18, 80]",Nora Fingscheidt,"Sandra Bullock, Viola Davis, Vincent D'Onofrio, Jon Bernthal, Richard Thomas","GK Films, Fortis Films, Construction Film","Germany, United Kingdom",7.408,2038,4.9426,2021-11-24,2021,en,"Judul film The Unforgivable. Genre film ini adalah Drama, Kejahatan. > Film ini berfokus pada seseorang wanita bernama Ruth Slater yang diperankan oleh Sandra Bullock. Ruth Slater menjalani hukuman penjara karena melakukan kejahatann kekerasan. Setelah bebas dari penjara, ia harus kembali ke lingkungan yang ternyata belum dapat memaafkan kesalahannya. Dengan penuh perjuangan. Ruth menghadapi sorotan tajam dan sikap dingin dari orang-orang disekitarnya. Satu-satu harapan Ruth adalah menemukan sang adik yang dulu terpaksa dia tinggalkan. > Disutradarai oleh Nora Fingscheidt. Dibintangi oleh Sandra Bullock, Viola Davis, Vincent D'Onofrio, Jon Bernthal, Richard Thomas. Diproduksi oleh GK Films, Fortis Films, Construction Film. Negara produksi: Germany, United Kingdom.",104,65
1001835,Wifelike,Wifelike,"Seorang detektif berduka dalam waktu dekat memburu penjahat yang memperdagangkan manusia buatan di pasar gelap. Dalam perjuangan untuk mengakhiri eksploitasi AI, perlawanan bawah tanah mencoba untuk menyusup dia dengan menyabotase pemrograman manusia buatan yang ditugaskan sebagai temannya untuk berperilaku seperti mendiang istrinya. Dia mulai mempertanyakan realitasnya saat ingatan kehidupan masa lalu mulai muncul di dunia di mana tidak ada yang seperti kelihatannya.",,"Cerita Fiksi, Misteri, Cerita Seru","[878, 9648, 53]",James Bird,"Elena Kampouris, Jonathan Rhys Meyers, Doron Bell, Agam Darshi, Sara Sampaio","Steven Paul Production, Wonder Street, Front Street Pictures",United States of America,6.643,322,4.929,2022-08-12,2022,en,"Judul film Wifelike. Genre film ini adalah Cerita Fiksi, Misteri, Cerita Seru. Seorang detektif berduka dalam waktu dekat memburu penjahat yang memperdagangkan manusia buatan di pasar gelap. Dalam perjuangan untuk mengakhiri eksploitasi AI, perlawanan bawah tanah mencoba untuk menyusup dia dengan menyabotase pemrograman manusia buatan yang ditugaskan sebagai temannya untuk berperilaku seperti mendiang istrinya. Dia mulai mempertanyakan realitasnya saat ingatan kehidupan masa lalu mulai muncul di dunia di mana tidak ada yang seperti kelihatannya. Disutradarai oleh James Bird. Dibintangi oleh Elena Kampouris, Jonathan Rhys Meyers, Doron Bell, Agam Darshi, Sara Sampaio. Diproduksi oleh Steven Paul Production, Wonder Street, Front Street Pictures. Negara produksi: United States of America.",107,62
521029,Annabelle Comes Home,Annabelle Comes Home,"Bertekad untuk menjaga Annabelle dari membuat lebih banyak kekacauan, ahli demonologi Ed dan Lorraine Warren membawa boneka kesurupan ke ruang artefak yang terkunci di rumah mereka, menempatkannya ""dengan aman"" di balik kaca suci dan meminta berkat suci seorang imam. Tetapi malam ngeri yang tidak suci menunggu ketika Annabelle membangunkan roh-roh jahat di ruangan itu, yang semuanya mengarahkan pandangan mereka pada target baru — anak perempuan Warrens yang berusia sepuluh tahun, Judy, dan teman-temannya.",,Kengerian,[27],Gary Dauberman,"Mckenna Grace, Madison Iseman, Katie Sarife, Michael Cimino, Samara Lee","Atomic Monster, The Safran Company, New Line Cinema",United States of America,6.411,3836,4.9189,2019-06-26,2019,en,"Judul film Annabelle Comes Home. Genre film ini adalah Kengerian. Bertekad untuk menjaga Annabelle dari membuat lebih banyak kekacauan, ahli demonologi Ed dan Lorraine Warren membawa boneka kesurupan ke ruang artefak yang terkunci di rumah mereka, menempatkannya ""dengan aman"" di balik kaca suci dan meminta berkat suci seorang imam. Tetapi malam ngeri yang tidak suci menunggu ketika Annabelle membangunkan roh-roh jahat di ruangan itu, yang semuanya mengarahkan pandangan mereka pada target baru — anak perempuan Warrens yang berusia sepuluh tahun, Judy, dan teman-temannya. Disutradarai oleh Gary Dauberman. Dibintangi oleh Mckenna Grace, Madison Iseman, Katie Sarife, Michael Cimino, Samara Lee. Diproduksi oleh Atomic Monster, The Safran Company, New Line Cinema. Negara produksi: United States of America.",115,73
763285,Ambulance,Ambulance,"Film Ambulance mengisahkan William Sharp, veteran perang, yang membutuhkan uang sebesar US$231 ribu untuk biaya operasi istrinya. Kesulitan finansial yang dihadapinya membuat Will memutuskan menjadi perampok. William lalu menghubungi Danny, saudara angkatnya yang merupakan seorang penjahat. Danny mengajaknya terlibat dalam perampokan bernilai US$32 juta di sebuah bank besar di Los Angeles.  Dengan berat hati, William menerima ajakan tersebut. Saat melakukan aksi perampokan, Willian dan Danny tak sengaja menembak petugas Los Angeles Police Department (LAPD). Mereka juga mulai dikepung oleh aparat kepolisian.",,"Cerita Seru, Aksi, Kejahatan, Drama","[53, 28, 80, 18]",Michael Bay,"Jake Gyllenhaal, Yahya Abdul-Mateen II, Eiza González, Garret Dillahunt, Keir O'Donnell","Bay Films, Endeavor Content, New Republic Pictures","United States of America, Japan",6.614,2435,4.8604,2022-03-16,2022,en,"Judul film Ambulance. Genre film ini adalah Cerita Seru, Aksi, Kejahatan, Drama. Film Ambulance mengisahkan William Sharp, veteran perang, yang membutuhkan uang sebesar US$231 ribu untuk biaya operasi istrinya. Kesulitan finansial yang dihadapinya membuat Will memutuskan menjadi perampok. William lalu menghubungi Danny, saudara angkatnya yang merupakan seorang penjahat. Danny mengajaknya terlibat dalam perampokan bernilai US$32 juta di sebuah bank besar di Los Angeles.  Dengan berat hati, William menerima ajakan tersebut. Saat melakukan aksi perampokan, Willian dan Danny tak sengaja menembak petugas Los Angeles Police Department (LAPD). Mereka juga mulai dikepung oleh aparat kepolisian. Disutradarai oleh Michael Bay. Dibintangi oleh Jake Gyllenhaal, Yahya Abdul-Mateen II, Eiza González, Garret Dillahunt, Keir O'Donnell. Diproduksi oleh Bay Films, Endeavor Content, New Republic Pictures. Negara produksi: United States of America, Japan.",126,81
463272,Johnny English Strikes Again,Johnny English Strikes Again,"Sebuah serangan siber menyebabkan seluruh identitas mata-mata aktif untuk Inggris terbongkar. Ditengah masa pensiunnya, Johnny English kembali dipanggil untuk menjalankan misi rahasia karena hanya ia satu-satunya mata-mata yang identitasnya belum diketahui.  Johnny ditugaskan untuk menemukan dalang di balik peretasan yang dilakukan. Namun sebagai mata-mata tua yang tergolong gagap teknologi, Johnny dihadapkan dengan tantangan berupa teknologi yang lebih modern. Mau tak mau, ia harus berusaha menaklukkan tantangan supaya misinya bisa berhasil.",,"Aksi, Petualangan, Komedi","[28, 12, 35]",David Kerr,"Rowan Atkinson, Ольга Куриленко, Ben Miller, Emma Thompson, Jake Lacy","Working Title Films, Working Title Films","United Kingdom, United States of America",6.277,2753,4.8369,2018-09-13,2018,en,"Judul film Johnny English Strikes Again. Genre film ini adalah Aksi, Petualangan, Komedi. Sebuah serangan siber menyebabkan seluruh identitas mata-mata aktif untuk Inggris terbongkar. Ditengah masa pensiunnya, Johnny English kembali dipanggil untuk menjalankan misi rahasia karena hanya ia satu-satunya mata-mata yang identitasnya belum diketahui.  Johnny ditugaskan untuk menemukan dalang di balik peretasan yang dilakukan. Namun sebagai mata-mata tua yang tergolong gagap teknologi, Johnny dihadapkan dengan tantangan berupa teknologi yang lebih modern. Mau tak mau, ia harus berusaha menaklukkan tantangan supaya misinya bisa berhasil. Disutradarai oleh David Kerr. Dibintangi oleh Rowan Atkinson, Ольга Куриленко, Ben Miller, Emma Thompson, Jake Lacy. Diproduksi oleh Working Title Films, Working Title Films. Negara produksi: United Kingdom, United States of America.",115,70
399360,Alpha,Alpha,"20.000 tahun yang lalu di akhir jaman es, Keda (Kodi Smit-McPhee) gagal melakukan perburuan pertamanya dengan kelompok sukunya, yang menyebabkan dirinya jatuh dari tebing dan terluka. Ia yang dianggap telah mati ditinggalkan kelompoknya, dan harus bertahan hidup sendirian di padang gurun.  Keda lalu berusaha menjinakkan seekor serigala yang tertinggal dari kawanannya. Mereka berdua menjadi pasangan yang saling bergantung menghadapi berbagai bahaya dan rintangan hingga menemukan jalan pulang sebelum musim dingin yang mematikan tiba...",,"Petualangan, Drama","[12, 18]",Albert Hughes,"Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Marcin Kowalczyk, Jens Hultén, Natassia Malthe","Studio 8, Columbia Pictures, Fosun Pictures","Canada, United States of America",6.539,2745,4.7648,2018-08-17,2018,en,"Judul film Alpha. Genre film ini adalah Petualangan, Drama. 20.000 tahun yang lalu di akhir jaman es, Keda (Kodi Smit-McPhee) gagal melakukan perburuan pertamanya dengan kelompok sukunya, yang menyebabkan dirinya jatuh dari tebing dan terluka. Ia yang dianggap telah mati ditinggalkan kelompoknya, dan harus bertahan hidup sendirian di padang gurun.  Keda lalu berusaha menjinakkan seekor serigala yang tertinggal dari kawanannya. Mereka berdua menjadi pasangan yang saling bergantung menghadapi berbagai bahaya dan rintangan hingga menemukan jalan pulang sebelum musim dingin yang mematikan tiba... Disutradarai oleh Albert Hughes. Dibintangi oleh Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Marcin Kowalczyk, Jens Hultén, Natassia Malthe. Diproduksi oleh Studio 8, Columbia Pictures, Fosun Pictures. Negara produksi: Canada, United States of America.",114,73
455207,Crazy Rich Asians,Crazy Rich Asians,"Seorang profesor ekonomi, Rachel Chu (Constance Wu) diajak kekasihnya yang bernama Nick Young (Henry Golding) ke Singapura. Kekasihnya menyatakan untuk datang dalam pernikahan sahabatnya sekaligus mengenalkan Rachel kepada beberapa orang.  Namun, selama ini Rachel Chu tak menyadari bahwa kekasihnya adalah orang kaya raya di Asia yang diinginkan oleh banyak wanita. Semuanya mulai rumit ketika ibu dari kekasihnya (Michelle Yeoh) seolah tak setuju dengan pernikahan tersebut.",,"Komedi, Percintaan","[35, 10749]",Jon M. Chu,"Constance Wu, Henry Golding, Michelle Yeoh, Gemma Chan, Lisa Lu","SK Global Entertainment, Color Force, Ivanhoe Pictures","United States of America, Hong Kong",7.051,3955,4.6769,2018-08-15,2018,en,"Judul film Crazy Rich Asians. Genre film ini adalah Komedi, Percintaan. Seorang profesor ekonomi, Rachel Chu (Constance Wu) diajak kekasihnya yang bernama Nick Young (Henry Golding) ke Singapura. Kekasihnya menyatakan untuk datang dalam pernikahan sahabatnya sekaligus mengenalkan Rachel kepada beberapa orang.  Namun, selama ini Rachel Chu tak menyadari bahwa kekasihnya adalah orang kaya raya di Asia yang diinginkan oleh banyak wanita. Semuanya mulai rumit ketika ibu dari kekasihnya (Michelle Yeoh) seolah tak setuju dengan pernikahan tersebut. Disutradarai oleh Jon M. Chu. Dibintangi oleh Constance Wu, Henry Golding, Michelle Yeoh, Gemma Chan, Lisa Lu. Diproduksi oleh SK Global Entertainment, Color Force, Ivanhoe Pictures. Negara produksi: United States of America, Hong Kong.",110,65
616820,Halloween Ends,Halloween Ends,"Empat tahun setelah peristiwa Halloween pada tahun 2018, Laurie telah memutuskan untuk membebaskan dirinya dari ketakutan dan kemarahan dan merangkul kehidupan. Tetapi ketika seorang pria muda dituduh membunuh seorang anak laki-laki yang dia asuh, itu memicu serangkaian kekerasan dan teror yang akan memaksa Laurie untuk akhirnya menghadapi kejahatan yang tidak dapat dia kendalikan, sekali dan untuk selamanya.",,"Kengerian, Cerita Seru","[27, 53]",David Gordon Green,"Jamie Lee Curtis, Andi Matichak, James Jude Courtney, Rohan Campbell, Will Patton","Universal Pictures, Blumhouse Productions, Miramax",United States of America,6.031,2009,4.6177,2022-10-12,2022,en,"Judul film Halloween Ends. Genre film ini adalah Kengerian, Cerita Seru. Empat tahun setelah peristiwa Halloween pada tahun 2018, Laurie telah memutuskan untuk membebaskan dirinya dari ketakutan dan kemarahan dan merangkul kehidupan. Tetapi ketika seorang pria muda dituduh membunuh seorang anak laki-laki yang dia asuh, itu memicu serangkaian kekerasan dan teror yang akan memaksa Laurie untuk akhirnya menghadapi kejahatan yang tidak dapat dia kendalikan, sekali dan untuk selamanya. Disutradarai oleh David Gordon Green. Dibintangi oleh Jamie Lee Curtis, Andi Matichak, James Jude Courtney, Rohan Campbell, Will Patton. Diproduksi oleh Universal Pictures, Blumhouse Productions, Miramax. Negara produksi: United States of America.",100,57
504608,Rocketman,Rocketman,". Film ini juga menceritakan perjuangannya melawan depresi, penyalahgunaan penggunaan obat-obatan, hingga penerimaan terhadap orientasi seksualnya. Film ini akan membawa anda menelusuri perjalanan hidup John mulai dari kecil hingga dirinya yang memiliki nama tenar seperti saat ini. Elton terlahir dengan nama Reginald Dwight. Dia memiliki masa kecil menyedihkan bersama ibunya, Sheila yang dingin dan neneknya, Ivy, yang lebih peduli padanya. Reginald memiliki ketertarikan bermain piano dan memiliki kemampuan mendengarkan musik dan langsung memainkannya secara sempurna di piano. Ayahnya, Stanley jarang di rumah karena bertugas di Royal Air Force, angkatan udara. Dia berharap bisa memainkan sesuatu untuk ayahnya ketika kembali. Namun ayahnya tidak tertarik dengan kemampuan Reginald yang sangat berbakat dalam bidang musik. Reginald mengikuti kelas musik formal dengan bantuan neneknya. Dia belajar di Royal Academy of Music.",,"Musik, Drama","[10402, 18]",Dexter Fletcher,"Taron Egerton, Jamie Bell, Richard Madden, Bryce Dallas Howard, Gemma Jones","Paramount Pictures, New Republic Pictures, Marv","United Kingdom, United States of America",7.309,4985,4.4468,2019-05-17,2019,en,"Judul film Rocketman. Genre film ini adalah Musik, Drama. . Film ini juga menceritakan perjuangannya melawan depresi, penyalahgunaan penggunaan obat-obatan, hingga penerimaan terhadap orientasi seksualnya. Film ini akan membawa anda menelusuri perjalanan hidup John mulai dari kecil hingga dirinya yang memiliki nama tenar seperti saat ini. Elton terlahir dengan nama Reginald Dwight. Dia memiliki masa kecil menyedihkan bersama ibunya, Sheila yang dingin dan neneknya, Ivy, yang lebih peduli padanya. Reginald memiliki ketertarikan bermain piano dan memiliki kemampuan mendengarkan musik dan langsung memainkannya secara sempurna di piano. Ayahnya, Stanley jarang di rumah karena bertugas di Royal Air Force, angkatan udara. Dia berharap bisa memainkan sesuatu untuk ayahnya ketika kembali. Namun ayahnya tidak tertarik dengan kemampuan Reginald yang sangat berbakat dalam bidang musik. Reginald mengikuti kelas musik formal dengan bantuan neneknya. Dia belajar di Royal Academy of Music. Disutradarai oleh Dexter Fletcher. Dibintangi oleh Taron Egerton, Jamie Bell, Richard Madden, Bryce Dallas Howard, Gemma Jones. Diproduksi oleh Paramount Pictures, New Republic Pictures, Marv. Negara produksi: United Kingdom, United States of America.",169,127
705861,Hustle,Hustle,"Film Hustle berkisah tentang pencarian bakat pemain basket.  Stanley Sugarman (Adam Sandler) adalah seorang pencari bakat pemain basket berada di spanyol.  Ia menemukan pemain basket jalanan yang berbakat di sana.  Stanley berusaha mengajak pemain tersebut untuk bersaing di NBA.  Selain itu juga untuk memperbaiki kariernya sebagai pencari pemain basket berbakat di AS.  Meski ia telah menemukan pemain basket berbakat, terdapat kendala yang ia dapat.  Pemain berbakat Bo Cruz (Juancho Hernangomez) mempunyai seorang putri kecil dan tak bisa ditinggalkan.  Akhirnya, Stanley berhasil mengajak Bo untuk ke NBA.  Sebelum masuk ke Draft, Bo dilatih secara keras oleh Stanley.",,"Drama, Komedi","[18, 35]",Jeremiah Zagar,"Adam Sandler, Queen Latifah, Juancho Hernangómez, Ben Foster, Kenny Smith","Roth-Kirschenbaum Films, Happy Madison Productions, The SpringHill Company",United States of America,7.703,2822,4.4385,2022-06-03,2022,en,"Judul film Hustle. Genre film ini adalah Drama, Komedi. Film Hustle berkisah tentang pencarian bakat pemain basket.  Stanley Sugarman (Adam Sandler) adalah seorang pencari bakat pemain basket berada di spanyol.  Ia menemukan pemain basket jalanan yang berbakat di sana.  Stanley berusaha mengajak pemain tersebut untuk bersaing di NBA.  Selain itu juga untuk memperbaiki kariernya sebagai pencari pemain basket berbakat di AS.  Meski ia telah menemukan pemain basket berbakat, terdapat kendala yang ia dapat.  Pemain berbakat Bo Cruz (Juancho Hernangomez) mempunyai seorang putri kecil dan tak bisa ditinggalkan.  Akhirnya, Stanley berhasil mengajak Bo untuk ke NBA.  Sebelum masuk ke Draft, Bo dilatih secara keras oleh Stanley. Disutradarai oleh Jeremiah Zagar. Dibintangi oleh Adam Sandler, Queen Latifah, Juancho Hernangómez, Ben Foster, Kenny Smith. Diproduksi oleh Roth-Kirschenbaum Films, Happy Madison Productions, The SpringHill Company. Negara produksi: United States of America.",137,96
568620,Snake Eyes: G.I. Joe Origins,Snake Eyes: G.I. Joe Origins,"Setelah berhasil menyelamatkan nyawa pewaris penting di klan Arashikage, Snake Eyes si petarung tunggal akhirnya diundang ke Jepang oleh klan tersebut.  Klan Arashikage dikenal dengan para ninjanya yang telah membawa perdamaian dunia selama 600 tahun lamanya. Maka dari itu, Snake Eyes ditunjuk dan mulai dilatih untuk menjadi bagian dari klan Arashikage dengan kemampuan berpedangnya.  Lambat laun, rahasia besar Snake Eyes pada masa lalu pun terungkap, yang tentunya akan berdampak pada kepercayaan dari orang-orang terdekatnya.",,"Aksi, Petualangan","[28, 12]",Robert Schwentke,"Henry Golding, Andrew Koji, Haruka Abe, Úrsula Corberó, Samara Weaving","Paramount Pictures, Metro-Goldwyn-Mayer, di Bonaventura Pictures","Canada, Japan",6.452,1713,4.4238,2021-07-22,2021,en,"Judul film Snake Eyes: G.I. Joe Origins. Genre film ini adalah Aksi, Petualangan. Setelah berhasil menyelamatkan nyawa pewaris penting di klan Arashikage, Snake Eyes si petarung tunggal akhirnya diundang ke Jepang oleh klan tersebut.  Klan Arashikage dikenal dengan para ninjanya yang telah membawa perdamaian dunia selama 600 tahun lamanya. Maka dari itu, Snake Eyes ditunjuk dan mulai dilatih untuk menjadi bagian dari klan Arashikage dengan kemampuan berpedangnya.  Lambat laun, rahasia besar Snake Eyes pada masa lalu pun terungkap, yang tentunya akan berdampak pada kepercayaan dari orang-orang terdekatnya. Disutradarai oleh Robert Schwentke. Dibintangi oleh Henry Golding, Andrew Koji, Haruka Abe, Úrsula Corberó, Samara Weaving. Diproduksi oleh Paramount Pictures, Metro-Goldwyn-Mayer, di Bonaventura Pictures. Negara produksi: Canada, Japan.",115,74
53658,賭俠 III 之上海灘賭聖,賭俠 III 之上海灘賭聖,"Setelah peristiwa di God of Gamblers II, Tai-Kun yang kehilangan kekuatan ESP-nya telah mendapatkan kembali kemampuannya dan berusaha membalas dendam terhadap Sing, Saint of Gamblers. Ketika Tai-Kun, dibantu oleh rekan-rekan muridnya, mengerahkan kekuatan ESP dengan kekuatan penuh melawan Sing yang melakukan hal yang sama kepada mereka, ruangwaktu menjadi terdistorsi dan mengirim Tai-Kun dan Sing ke Shanghai pada tahun 1937. Bertemu kakeknya sendiri Chow Tai Fook dan jutawan jinak Ding Lik, Sing harus berurusan dengan musuh Ding Lik dan pasukan militer Jepang, dengan naksirnya yang ""salah"" pada salah satu dari sepasang saudara kembar, cari tahu siapa yang mengalahkan ""Dewa Penjudi"" Prancis, Pierre Cashon, di era itu (""Komentar allez-vous"" yang misterius), dan akhirnya mengetahui bagaimana melakukan perjalanan kembali ke Hong Kong pada tahun 1991.",,"Aksi, Komedi, Fantasi","[28, 35, 14]",王晶,"周星馳, 巩俐, 呂良偉, 向華強, 吳君如","Samico Films Production Co., Ltd., Win's Movie Productions",Hong Kong,7.023,88,4.4057,1991-08-21,1991,cn,"Judul film 賭俠 III 之上海灘賭聖. Genre film ini adalah Aksi, Komedi, Fantasi. Setelah peristiwa di God of Gamblers II, Tai-Kun yang kehilangan kekuatan ESP-nya telah mendapatkan kembali kemampuannya dan berusaha membalas dendam terhadap Sing, Saint of Gamblers. Ketika Tai-Kun, dibantu oleh rekan-rekan muridnya, mengerahkan kekuatan ESP dengan kekuatan penuh melawan Sing yang melakukan hal yang sama kepada mereka, ruangwaktu menjadi terdistorsi dan mengirim Tai-Kun dan Sing ke Shanghai pada tahun 1937. Bertemu kakeknya sendiri Chow Tai Fook dan jutawan jinak Ding Lik, Sing harus berurusan dengan musuh Ding Lik dan pasukan militer Jepang, dengan naksirnya yang ""salah"" pada salah satu dari sepasang saudara kembar, cari tahu siapa yang mengalahkan ""Dewa Penjudi"" Prancis, Pierre Cashon, di era itu (""Komentar allez-vous"" yang misterius), dan akhirnya mengetahui bagaimana melakukan perjalanan kembali ke Hong Kong pada tahun 1991. Disutradarai oleh 王晶. Dibintangi oleh 周星馳, 巩俐, 呂良偉, 向華強, 吳君如. Diproduksi oleh Samico Films Production Co., Ltd., Win's Movie Productions. Negara produksi: Hong Kong.",158,122
758866,Drive My Car,ドライブ・マイ・カー,"Drive My Car berkisah tentang seorang pria bernama Yusuke Kafuku (Hidetoshi Nishijima) kehilangan istrinya secara mendadak. Dua tahun setelah kematian sang istri, ia memutuskan untuk melanjutkan karirnya sebagai aktor dan sutradara panggung teater.  Pada suatu kesempatan, ia menerima tawaran untuk sebagai pengarah produksi Uncle Vanya di sebuah festival teater di Hiroshima. Sebagai bentuk jaminan keselamatan, seorang pengemudi wanita bernama Misaki Watari (Toko Miura) ditugaskan untuk mengantar Yusuke ke Hiroshima.  Perjalanan Yusuke ke Hiroshima dimulai dengan si pendiam Misaki dan Saab 900 merahnya. Saat pemutaran perdana produksi mendekat, situasi tidak mengenakan terjadi.  Yusuke mengalami konflik dengan beberapa orang, termasuk Koshi Takatsuki (Masaki Okada), seorang aktor tampan yang ternyata berselingkuh dengan sang istri. Yusuke dipaksa untuk menerima kebenaran yang menyakitkan dari masa lalunya.",,Drama,[18],濱口竜介,"Hidetoshi Nishijima, 三浦透子, 岡田将生, Reika Kirishima, 박유림","Bitters End, C&I entertainment, Culture Entertainment",Japan,7.44,1495,4.3792,2021-08-18,2021,ja,"Judul film Drive My Car. Genre film ini adalah Drama. Drive My Car berkisah tentang seorang pria bernama Yusuke Kafuku (Hidetoshi Nishijima) kehilangan istrinya secara mendadak. Dua tahun setelah kematian sang istri, ia memutuskan untuk melanjutkan karirnya sebagai aktor dan sutradara panggung teater.  Pada suatu kesempatan, ia menerima tawaran untuk sebagai pengarah produksi Uncle Vanya di sebuah festival teater di Hiroshima. Sebagai bentuk jaminan keselamatan, seorang pengemudi wanita bernama Misaki Watari (Toko Miura) ditugaskan untuk mengantar Yusuke ke Hiroshima.  Perjalanan Yusuke ke Hiroshima dimulai dengan si pendiam Misaki dan Saab 900 merahnya. Saat pemutaran perdana produksi mendekat, situasi tidak mengenakan terjadi.  Yusuke mengalami konflik dengan beberapa orang, termasuk Koshi Takatsuki (Masaki Okada), seorang aktor tampan yang ternyata berselingkuh dengan sang istri. Yusuke dipaksa untuk menerima kebenaran yang menyakitkan dari masa lalunya. Disutradarai oleh 濱口竜介. Dibintangi oleh Hidetoshi Nishijima, 三浦透子, 岡田将生, Reika Kirishima, 박유림. Diproduksi oleh Bitters End, C&I entertainment, Culture Entertainment. Negara produksi: Japan.",154,121
581387,백두산,백두산,Bencana mengguncang Korea secara tak terduga. Ketika Baekdu - gunung tertinggi di Korea meletus dan menyemburkan abu ke atmosfer. Petaka besar kini mengancam Seoul (Korea Selatan) maupun Pyongyang (Korea Utara). Untuk menghadapi bencana ini pakar peledak Korea Selatan (Ha Jung Woo) harus bekerja sama dengan pejabat khusus Korea Utara (Lee Byung Hun) serta pakar geologi nomor satu (Ma Dong Seok) untuk menghentikan bencana dahsyat yang dapat menyebabkan Korea menghilang dari peta dunia untuk selamanya. Sebuah film bencana persembahan Dexter Studios yang telah sukses menghadirkan kisah epik Along With The Gods.,,"Aksi, Petualangan, Cerita Seru","[28, 12, 53]","김병서, 이해준","이병헌, 하정우, 마동석, 전혜진, 수지","Dexter Studios, CJ Entertainment, Perfect Storm Film",South Korea,6.837,626,4.3704,2019-12-19,2019,ko,"Judul film 백두산. Genre film ini adalah Aksi, Petualangan, Cerita Seru. Bencana mengguncang Korea secara tak terduga. Ketika Baekdu - gunung tertinggi di Korea meletus dan menyemburkan abu ke atmosfer. Petaka besar kini mengancam Seoul (Korea Selatan) maupun Pyongyang (Korea Utara). Untuk menghadapi bencana ini pakar peledak Korea Selatan (Ha Jung Woo) harus bekerja sama dengan pejabat khusus Korea Utara (Lee Byung Hun) serta pakar geologi nomor satu (Ma Dong Seok) untuk menghentikan bencana dahsyat yang dapat menyebabkan Korea menghilang dari peta dunia untuk selamanya. Sebuah film bencana persembahan Dexter Studios yang telah sukses menghadirkan kisah epik Along With The Gods. Disutradarai oleh 김병서, 이해준. Dibintangi oleh 이병헌, 하정우, 마동석, 전혜진, 수지. Diproduksi oleh Dexter Studios, CJ Entertainment, Perfect Storm Film. Negara produksi: South Korea.",125,90
